ENTRY            14347   20121106                             13871434700000001 
SUBENT        14347001   20121106                             13871434700100001 
BIB                 10         38                                 1434700100002 
TITLE      Measurement of neutron-induced proton-production       1434700100003 
           energy spectra with NE213 scintillator                 1434700100004 
AUTHOR     (T.Kajimoto,N.Shigyo,K.Ishibashi,H.Arakawa,R.C.Haight, 1434700100005 
           N.Fotiades)                                            1434700100006 
INSTITUTE  (2JPNKYU,1USALAS)                                      1434700100007 
REFERENCE  (J,RM,47,596,2012)                                     1434700100008 
FACILITY   (LINAC,1USALAS) Experiment was performed at the        1434700100009 
           4FP15L beam line at the Weapons Neutron Research       1434700100010 
           facility of the Los Alamos Neutron Science Center.     1434700100011 
DETECTOR   (TELES,SCIN,SCIN) Protons emitted from the target      1434700100012 
           were measured with three DE-E detectors. Each DE-E     1434700100013 
           detector was constructed with a 15 15 cm2 and 1.0 cm   1434700100014 
           thick NE102A scintillator and a NE213 scintillator     1434700100015 
           with diameter of 12.7 cm and 12.7 cm thickness.The     1434700100016 
           dE-E detectors were placed at 15, 30, and 60deg        1434700100017 
           with respect to the neutron beam direction.            1434700100018 
           (IOCH) A fission ionization chamber with 238U target   1434700100019 
            was used to determine incident neutron flux.          1434700100020 
METHOD     (TOF) Time of flight method was used to measure        1434700100021 
           incident neutron energy                                1434700100022 
           (EDE) Emitted protons were identified using E-dE method1434700100023 
INC-SOURCE (SPALL) Incident neutrons were produced by a pulsed    1434700100024 
           800 MeV proton beam from a linear accelerator on a     1434700100025 
           thick water-cooled tungsten spallation target (Target- 1434700100026 
           4). Continuous energetic neutrons from Target-4 were   1434700100027 
           delivered at 15deg with respect to the proton beam.    1434700100028 
           An absorber consisting of 10.2 cm thick polyethylene   1434700100029 
           and 3.8 cm thick copper was inserted in the beam just  1434700100030 
           downstream of the shutter to reduce the number of low  1434700100031 
           energy neutrons                                        1434700100032 
ERR-ANALYS (ERR-T) Total uncertainty                              1434700100033 
           (ERR-1) Systematic uncertainty caused by neutrons      1434700100034 
                   from preceding micropulses                     1434700100035 
           (ERR-2) Systematic uncertainty in 238U fission cross   1434700100036 
                   section used for incident neutron flux         1434700100037 
                   determination                                  1434700100038 
           (ERR-3) Systematic uncertainty in detection efficiency 1434700100039 
HISTORY    (20121106C) Compiled by S.H.                           1434700100040 
ENDBIB              38          0                                 1434700100041 
COMMON               3          3                                 1434700100042 
ERR-1      ERR-2      ERR-3                                       1434700100043 
PER-CENT   PER-CENT   PER-CENT                                    1434700100044 
  1.0        10.0       10.0                                      1434700100045 
ENDCOMMON            3          0                                 1434700100046 
ENDSUBENT           45          0                                 1434700199999 
SUBENT        14347002   20121106                             13871434700200001 
BIB                  3          6                                 1434700200002 
REACTION   (6-C-12(N,X)1-H-1,,PY/DA/DE,,AV)                       1434700200003 
STATUS     (TABLE) Data presented in fig. 13,14 sent by           1434700200004 
           author (T.K.) Not all incident neutron energy          1434700200005 
           intervals are shown in fig. 13,14                      1434700200006 
SAMPLE     Graphite sample with density of 1.86g/cm3 and          1434700200007 
           thickness of 0.76 cm.                                  1434700200008 
ENDBIB               6          0                                 1434700200009 
COMMON               1          3                                 1434700200010 
ANG                                                               1434700200011 
ADEG                                                              1434700200012 
15.0                                                              1434700200013 
ENDCOMMON            3          0                                 1434700200014 
DATA                 6        174                                 1434700200015 
EN-MIN     EN-MAX     E-MIN      E-MAX      DATA       ERR-T      1434700200016 
MEV        MEV        MEV        MEV        P/IN/MEVSR P/IN/MEVSR 1434700200017 
       30.0      265.0      285.0   6.33E-04   3.60E-05           1434701100075 
       30.0      290.0      310.0   6.02E-04   3.54E-05           1434701100076 
       30.0      315.0      335.0   6.06E-04   3.52E-05           1434701100077 
       30.0      340.0      360.0   5.29E-04   3.21E-05           1434701100078 
       30.0      365.0      385.0   5.42E-04   3.28E-05           1434701100079 
       30.0      385.0      415.0   5.29E-04   3.07E-05           1434701100080 
       30.0      435.0      465.0   5.25E-04   3.13E-05           1434701100081 
       30.0      480.0      520.0   5.94E-04   3.54E-05           1434701100082 
       30.0      530.0      570.0   7.74E-04   4.46E-05           1434701100083 
       30.0      580.0      620.0   7.46E-04   4.17E-05           1434701100084 
       30.0      630.0      670.0   5.18E-04   2.86E-05           1434701100085 
       60.0       72.5       77.5   5.72E-05   9.93E-06           1434701100086 
       60.0       77.5       82.5   6.83E-05   9.28E-06           1434701100087 
       60.0       82.5       87.5   9.18E-05   1.09E-05           1434701100088 
       60.0       87.5       92.5   1.07E-04   1.32E-05           1434701100089 
       60.0       92.5       97.5   1.37E-04   1.30E-05           1434701100090 
       60.0       97.5      102.5   1.96E-04   1.59E-05           1434701100091 
       60.0      102.5      107.5   1.65E-04   1.46E-05           1434701100092 
       60.0      107.5      112.5   1.84E-04   1.43E-05           1434701100093 
       60.0      112.5      117.5   2.00E-04   1.59E-05           1434701100094 
       60.0      117.5      122.5   2.25E-04   1.63E-05           1434701100095 
       60.0      122.5      127.5   2.42E-04   1.77E-05           1434701100096 
       60.0      127.5      132.5   2.54E-04   1.74E-05           1434701100097 
       60.0      135.0      145.0   2.61E-04   1.54E-05           1434701100098 
       60.0      145.0      155.0   2.95E-04   1.60E-05           1434701100099 
       60.0      155.0      165.0   3.06E-04   1.56E-05           1434701100100 
       60.0      165.0      175.0   3.22E-04   1.64E-05           1434701100101 
       60.0      175.0      185.0   3.42E-04   1.64E-05           1434701100102 
       60.0      185.0      195.0   3.36E-04   1.64E-05           1434701100103 
       60.0      195.0      205.0   3.80E-04   1.68E-05           1434701100104 
       60.0      215.0      235.0   3.86E-04   1.68E-05           1434701100105 
       60.0      240.0      260.0   3.86E-04   2.22E-05           1434701100106 
       60.0      265.0      285.0   4.19E-04   2.33E-05           1434701100107 
       60.0      290.0      310.0   4.45E-04   2.48E-05           1434701100108 
       60.0      315.0      335.0   4.78E-04   2.64E-05           1434701100109 
       60.0      340.0      360.0   4.31E-04   2.43E-05           1434701100110 
       60.0      365.0      385.0   4.46E-04   2.53E-05           1434701100111 
       60.0      385.0      415.0   4.32E-04   2.38E-05           1434701100112 
       60.0      435.0      465.0   4.34E-04   2.42E-05           1434701100113 
       60.0      480.0      520.0   5.09E-04   2.78E-05           1434701100114 
       60.0      530.0      570.0   6.05E-04   3.32E-05           1434701100115 
       60.0      580.0      620.0   6.36E-04   3.37E-05           1434701100116 
       60.0      630.0      670.0   4.19E-04   2.24E-05           1434701100117 
ENDDATA             98          0                                 1434701100118 
ENDSUBENT          117          0                                 1434701199999 
SUBENT        14347012   20121106                             13871434701200001 
BIB                  4         10                                 1434701200002 
REACTION   (13-AL-27(N,X)1-H-1,PAR,PY/DA,,AV)                     1434701200003 
ANALYSIS   (INTED)                                                1434701200004 
STATUS     (TABLE) Data presented in fig. 19 sent by              1434701200005 
            author (T.K.) Not all incident neutron energy         1434701200006 
           intervals are shown in fig. 19                         1434701200007 
           (DEP,14347005)                                         1434701200008 
           (DEP,14347006)                                         1434701200009 
           (DEP,14347007)                                         1434701200010 
SAMPLE     Aluminum sample with density of 2.69 g/cm3 and         1434701200011 
           thickness of 0.52 cm.                                  1434701200012 
ENDBIB              10          0                                 1434701200013 
COMMON               2          3                                 1434701200014 
E-MIN      E-MAX                                                  1434701200015 
MEV        MEV                                                    1434701200016 
40.0       130.0                                                  1434701200017 
ENDCOMMON            3          0                                 1434701200018 
DATA                 5         96                                 1434701200019 
ANG        EN-MIN     EN-MAX     DATA       ERR-T                 1434701200020 
ADEG       MEV        MEV        PRD/INC/SR PRD/INC/SR            1434701200021 
       15.0       72.5       77.5   1.27E-03   1.06E-04           1434701200022 
       15.0       77.5       82.5   1.49E-03   1.14E-04           1434701200023 
       15.0       82.5       87.5   1.81E-03   1.23E-04           1434701200024 
       15.0       87.5       92.5   2.02E-03   1.30E-04           1434701200025 
       15.0       92.5       97.5   2.28E-03   1.41E-04           1434701200026 
       15.0       97.5      102.5   2.78E-03   1.54E-04           1434701200027 
       15.0      102.5      107.5   2.53E-03   1.46E-04           1434701200028 
       15.0      107.5      112.5   2.43E-03   1.32E-04           1434701200029 
       15.0      112.5      117.5   2.78E-03   1.44E-04           1434701200030 
       15.0      117.5      122.5   2.87E-03   1.43E-04           1434701200031 
       15.0      122.5      127.5   3.03E-03   1.46E-04           1434701200032 
       15.0      127.5      132.5   2.87E-03   1.35E-04           1434701200033 
       15.0      135.0      145.0   2.77E-03   1.22E-04           1434701200034 
       15.0      145.0      155.0   2.43E-03   1.08E-04           1434701200035 
       15.0      155.0      165.0   2.08E-03   9.19E-05           1434701200036 
       15.0      165.0      175.0   1.71E-03   7.70E-05           1434701200037 
       15.0      175.0      185.0   1.62E-03   7.14E-05           1434701200038 
       15.0      185.0      195.0   1.34E-03   6.08E-05           1434701200039 
       15.0      195.0      205.0   1.29E-03   5.58E-05           1434701200040 
       15.0      215.0      235.0   9.59E-04   4.27E-05           1434701200041 
       15.0      240.0      260.0   7.33E-04   4.84E-05           1434701200042 
       15.0      265.0      285.0   7.56E-04   4.87E-05           1434701200043 
       15.0      290.0      310.0   7.39E-04   4.89E-05           1434701200044 
       15.0      315.0      335.0   7.52E-04   4.91E-05           1434701200045 
       15.0      340.0      360.0   6.86E-04   4.80E-05           1434701200046 
       15.0      365.0      385.0   7.10E-04   4.83E-05           1434701200047 
       15.0      385.0      415.0   6.82E-04   4.59E-05           1434701200048 
       15.0      435.0      465.0   7.00E-04   4.77E-05           1434701200049 
       15.0      480.0      520.0   8.16E-04   5.42E-05           1434701200050 
       15.0      530.0      570.0   9.91E-04   6.33E-05           1434701200051 
       15.0      580.0      620.0   1.01E-03   6.14E-05           1434701200052 
       15.0      630.0      670.0   6.62E-04   3.97E-05           1434701200053 
       30.0       72.5       77.5   5.58E-04   4.83E-05           1434701200054 
       30.0       77.5       82.5   6.68E-04   5.21E-05           1434701200055 
       30.0       82.5       87.5   7.31E-04   5.33E-05           1434701200056 
       30.0       87.5       92.5   9.24E-04   6.13E-05           1434701200057 
       30.0       92.5       97.5   1.02E-03   6.53E-05           1434701200058 
       30.0       97.5      102.5   1.22E-03   7.11E-05           1434701200059 
       30.0      102.5      107.5   1.23E-03   6.96E-05           1434701200060 
       30.0      107.5      112.5   1.16E-03   6.46E-05           1434701200061 
       30.0      112.5      117.5   1.42E-03   7.17E-05           1434701200062 
       30.0      117.5      122.5   1.41E-03   7.05E-05           1434701200063 
       30.0      122.5      127.5   1.57E-03   7.43E-05           1434701200064 
       30.0      127.5      132.5   1.45E-03   6.78E-05           1434701200065 
       30.0      135.0      145.0   1.41E-03   6.12E-05           1434701200066 
       30.0      145.0      155.0   1.41E-03   6.01E-05           1434701200067 
       30.0      155.0      165.0   1.33E-03   5.63E-05           1434701200068 
       30.0      165.0      175.0   1.21E-03   5.15E-05           1434701200069 
       30.0      175.0      185.0   1.15E-03   4.83E-05           1434701200070 
       30.0      185.0      195.0   1.04E-03   4.45E-05           1434701200071 
       30.0      195.0      205.0   1.05E-03   4.29E-05           1434701200072 
       30.0      215.0      235.0   8.08E-04   3.35E-05           1434701200073 
       30.0      240.0      260.0   6.41E-04   3.66E-05           1434701200074 
       30.0      265.0      285.0   6.33E-04   3.60E-05           1434701200075 
       30.0      290.0      310.0   6.02E-04   3.54E-05           1434701200076 
       30.0      315.0      335.0   6.06E-04   3.52E-05           1434701200077 
       30.0      340.0      360.0   5.29E-04   3.21E-05           1434701200078 
       30.0      365.0      385.0   5.42E-04   3.28E-05           1434701200079 
       30.0      385.0      415.0   5.29E-04   3.07E-05           1434701200080 
       30.0      435.0      465.0   5.25E-04   3.13E-05           1434701200081 
       30.0      480.0      520.0   5.94E-04   3.54E-05           1434701200082 
       30.0      530.0      570.0   7.74E-04   4.46E-05           1434701200083 
       30.0      580.0      620.0   7.46E-04   4.17E-05           1434701200084 
       30.0      630.0      670.0   5.18E-04   2.86E-05           1434701200085 
       60.0       72.5       77.5   5.72E-05   9.93E-06           1434701200086 
       60.0       77.5       82.5   6.83E-05   9.28E-06           1434701200087 
       60.0       82.5       87.5   9.18E-05   1.09E-05           1434701200088 
       60.0       87.5       92.5   1.07E-04   1.32E-05           1434701200089 
       60.0       92.5       97.5   1.37E-04   1.30E-05           1434701200090 
       60.0       97.5      102.5   1.96E-04   1.59E-05           1434701200091 
       60.0      102.5      107.5   1.65E-04   1.46E-05           1434701200092 
       60.0      107.5      112.5   1.84E-04   1.43E-05           1434701200093 
       60.0      112.5      117.5   2.00E-04   1.59E-05           1434701200094 
       60.0      117.5      122.5   2.25E-04   1.63E-05           1434701200095 
       60.0      122.5      127.5   2.42E-04   1.77E-05           1434701200096 
       60.0      127.5      132.5   2.54E-04   1.74E-05           1434701200097 
       60.0      135.0      145.0   2.61E-04   1.54E-05           1434701200098 
       60.0      145.0      155.0   2.95E-04   1.60E-05           1434701200099 
       60.0      155.0      165.0   3.06E-04   1.56E-05           1434701200100 
       60.0      165.0      175.0   3.22E-04   1.64E-05           1434701200101 
       60.0      175.0      185.0   3.42E-04   1.64E-05           1434701200102 
       60.0      185.0      195.0   3.36E-04   1.64E-05           1434701200103 
       60.0      195.0      205.0   3.80E-04   1.68E-05           1434701200104 
       60.0      215.0      235.0   3.86E-04   1.68E-05           1434701200105 
       60.0      240.0      260.0   3.86E-04   2.22E-05           1434701200106 
       60.0      265.0      285.0   4.19E-04   2.33E-05           1434701200107 
       60.0      290.0      310.0   4.45E-04   2.48E-05           1434701200108 
       60.0      315.0      335.0   4.78E-04   2.64E-05           1434701200109 
       60.0      340.0      360.0   4.31E-04   2.43E-05           1434701200110 
       60.0      365.0      385.0   4.46E-04   2.53E-05           1434701200111 
       60.0      385.0      415.0   4.32E-04   2.38E-05           1434701200112 
       60.0      435.0      465.0   4.34E-04   2.42E-05           1434701200113 
       60.0      480.0      520.0   5.09E-04   2.78E-05           1434701200114 
       60.0      530.0      570.0   6.05E-04   3.32E-05           1434701200115 
       60.0      580.0      620.0   6.36E-04   3.37E-05           1434701200116 
       60.0      630.0      670.0   4.19E-04   2.24E-05           1434701200117 
ENDDATA             98          0                                 1434701200118 
ENDSUBENT          117          0                                 1434701299999 
SUBENT        14347013   20121106                             13871434701300001 
BIB                  4         10                                 1434701300002 
REACTION   (26-FE-0(N,X)1-H-1,PAR,PY/DA,,AV)                      1434701300003 
ANALYSIS   (INTED)                                                1434701300004 
STATUS     (TABLE) Data presented in fig. 19 sent by              1434701300005 
            author (T.K.) Not all incident neutron energy         1434701300006 
           intervals are shown in fig. 19                         1434701300007 
           (DEP,14347008)                                         1434701300008 
           (DEP,14347009)                                         1434701300009 
           (DEP,14347010)                                         1434701300010 
SAMPLE     Iron sample with density of 7.87 g/cm3 and             1434701300011 
           thickness of 1.0 cm.                                   1434701300012 
ENDBIB              10          0                                 1434701300013 
COMMON               2          3                                 1434701300014 
E-MIN      E-MAX                                                  1434701300015 
MEV        MEV                                                    1434701300016 
40.0       130.0                                                  1434701300017 
ENDCOMMON            3          0                                 1434701300018 
DATA                 5         96                                 1434701300019 
ANG        EN-MIN     EN-MAX     DATA       ERR-T                 1434701300020 
ADEG       MEV        MEV        PRD/INC/SR PRD/INC/SR            1434701300021 
       15.0       72.5       77.5   1.51E-03   1.29E-04           1434701300022 
       15.0       77.5       82.5   1.85E-03   1.46E-04           1434701300023 
       15.0       82.5       87.5   2.95E-03   2.01E-04           1434701300024 
       15.0       87.5       92.5   3.76E-03   2.41E-04           1434701300025 
       15.0       92.5       97.5   4.86E-03   2.97E-04           1434701300026 
       15.0       97.5      102.5   4.95E-03   2.80E-04           1434701300027 
       15.0      102.5      107.5   5.09E-03   2.85E-04           1434701300028 
       15.0      107.5      112.5   6.03E-03   3.15E-04           1434701300029 
       15.0      112.5      117.5   7.96E-03   3.89E-04           1434701300030 
       15.0      117.5      122.5   6.83E-03   3.27E-04           1434701300031 
       15.0      122.5      127.5   7.54E-03   3.48E-04           1434701300032 
       15.0      127.5      132.5   7.68E-03   3.39E-04           1434701300033 
       15.0      135.0      145.0   7.72E-03   3.19E-04           1434701300034 
       15.0      145.0      155.0   8.13E-03   3.29E-04           1434701300035 
       15.0      155.0      165.0   9.17E-03   3.65E-04           1434701300036 
       15.0      165.0      175.0   7.72E-03   3.11E-04           1434701300037 
       15.0      175.0      185.0   6.68E-03   2.69E-04           1434701300038 
       15.0      185.0      195.0   5.62E-03   2.27E-04           1434701300039 
       15.0      195.0      205.0   5.03E-03   1.99E-04           1434701300040 
       15.0      215.0      235.0   4.23E-03   1.68E-04           1434701300041 
       15.0      240.0      260.0   3.12E-03   1.62E-04           1434701300042 
       15.0      265.0      285.0   3.42E-03   1.76E-04           1434701300043 
       15.0      290.0      310.0   3.07E-03   1.60E-04           1434701300044 
       15.0      315.0      335.0   2.86E-03   1.50E-04           1434701300045 
       15.0      340.0      360.0   3.32E-03   1.75E-04           1434701300046 
       15.0      365.0      385.0   3.25E-03   1.70E-04           1434701300047 
       15.0      385.0      415.0   2.97E-03   1.55E-04           1434701300048 
       15.0      435.0      465.0   3.04E-03   1.59E-04           1434701300049 
       15.0      480.0      520.0   3.18E-03   1.67E-04           1434701300050 
       15.0      530.0      570.0   4.93E-03   2.50E-04           1434701300051 
       15.0      580.0      620.0   4.84E-03   2.45E-04           1434701300052 
       15.0      630.0      670.0   2.72E-03   1.40E-04           1434701300053 
       30.0       72.5       77.5   5.53E-04   5.44E-05           1434701300054 
       30.0       77.5       82.5   6.90E-04   6.13E-05           1434701300055 
       30.0       82.5       87.5   1.14E-03   8.30E-05           1434701300056 
       30.0       87.5       92.5   1.29E-03   9.12E-05           1434701300057 
       30.0       92.5       97.5   1.91E-03   1.19E-04           1434701300058 
       30.0       97.5      102.5   1.91E-03   1.13E-04           1434701300059 
       30.0      102.5      107.5   2.01E-03   1.16E-04           1434701300060 
       30.0      107.5      112.5   2.46E-03   1.32E-04           1434701300061 
       30.0      112.5      117.5   3.29E-03   1.66E-04           1434701300062 
       30.0      117.5      122.5   2.73E-03   1.37E-04           1434701300063 
       30.0      122.5      127.5   3.21E-03   1.52E-04           1434701300064 
       30.0      127.5      132.5   3.74E-03   1.68E-04           1434701300065 
       30.0      135.0      145.0   3.68E-03   1.53E-04           1434701300066 
       30.0      145.0      155.0   3.91E-03   1.59E-04           1434701300067 
       30.0      155.0      165.0   4.62E-03   1.84E-04           1434701300068 
       30.0      165.0      175.0   4.21E-03   1.68E-04           1434701300069 
       30.0      175.0      185.0   3.78E-03   1.50E-04           1434701300070 
       30.0      185.0      195.0   3.65E-03   1.46E-04           1434701300071 
       30.0      195.0      205.0   3.40E-03   1.33E-04           1434701300072 
       30.0      215.0      235.0   3.09E-03   1.21E-04           1434701300073 
       30.0      240.0      260.0   2.39E-03   1.21E-04           1434701300074 
       30.0      265.0      285.0   2.55E-03   1.28E-04           1434701300075 
       30.0      290.0      310.0   2.12E-03   1.08E-04           1434701300076 
       30.0      315.0      335.0   1.93E-03   9.95E-05           1434701300077 
       30.0      340.0      360.0   2.34E-03   1.20E-04           1434701300078 
       30.0      365.0      385.0   2.00E-03   1.03E-04           1434701300079 
       30.0      385.0      415.0   1.97E-03   1.00E-04           1434701300080 
       30.0      435.0      465.0   1.96E-03   1.00E-04           1434701300081 
       30.0      480.0      520.0   2.08E-03   1.07E-04           1434701300082 
       30.0      530.0      570.0   3.03E-03   1.53E-04           1434701300083 
       30.0      580.0      620.0   3.32E-03   1.65E-04           1434701300084 
       30.0      630.0      670.0   1.90E-03   9.57E-05           1434701300085 
       60.0       72.5       77.5   5.06E-05   1.27E-05           1434701300086 
       60.0       77.5       82.5   7.50E-05   1.24E-05           1434701300087 
       60.0       82.5       87.5   1.29E-04   1.74E-05           1434701300088 
       60.0       87.5       92.5   1.80E-04   2.03E-05           1434701300089 
       60.0       92.5       97.5   1.88E-04   1.99E-05           1434701300090 
       60.0       97.5      102.5   2.24E-04   1.96E-05           1434701300091 
       60.0      102.5      107.5   2.34E-04   2.33E-05           1434701300092 
       60.0      107.5      112.5   2.86E-04   2.29E-05           1434701300093 
       60.0      112.5      117.5   3.81E-04   2.87E-05           1434701300094 
       60.0      117.5      122.5   3.81E-04   2.78E-05           1434701300095 
       60.0      122.5      127.5   3.62E-04   2.72E-05           1434701300096 
       60.0      127.5      132.5   4.77E-04   3.11E-05           1434701300097 
       60.0      135.0      145.0   4.55E-04   2.59E-05           1434701300098 
       60.0      145.0      155.0   5.57E-04   2.87E-05           1434701300099 
       60.0      155.0      165.0   8.01E-04   3.84E-05           1434701300100 
       60.0      165.0      175.0   7.74E-04   3.68E-05           1434701300101 
       60.0      175.0      185.0   7.97E-04   3.64E-05           1434701300102 
       60.0      185.0      195.0   8.11E-04   3.70E-05           1434701300103 
       60.0      195.0      205.0   8.86E-04   3.75E-05           1434701300104 
       60.0      215.0      235.0   1.06E-03   4.41E-05           1434701300105 
       60.0      240.0      260.0   1.05E-03   5.47E-05           1434701300106 
       60.0      265.0      285.0   1.27E-03   6.47E-05           1434701300107 
       60.0      290.0      310.0   1.27E-03   6.52E-05           1434701300108 
       60.0      315.0      335.0   1.27E-03   6.53E-05           1434701300109 
       60.0      340.0      360.0   1.55E-03   7.91E-05           1434701300110 
       60.0      365.0      385.0   1.38E-03   7.09E-05           1434701300111 
       60.0      385.0      415.0   1.45E-03   7.31E-05           1434701300112 
       60.0      435.0      465.0   1.36E-03   6.91E-05           1434701300113 
       60.0      480.0      520.0   1.58E-03   7.94E-05           1434701300114 
       60.0      530.0      570.0   2.27E-03   1.13E-04           1434701300115 
       60.0      580.0      620.0   2.59E-03   1.28E-04           1434701300116 
       60.0      630.0      670.0   1.44E-03   7.19E-05           1434701300117 
ENDDATA             98          0                                 1434701300118 
ENDSUBENT          117          0                                 1434701399999 
ENDENTRY            13          0                                 1434799999999 
